Health Center Site Fact Identification Number,Site Name,UDS Number,Site Telephone Number,Site Web Address,Operating Hours per Week,Health Center Grantee Identification Number,Grant Number,Grantee Name,Grantee Organization Type Description,Migrant Health Centers HRSA Grant Subprogram Indicator,Community Health HRSA Grant Subprogram Indicator,School Based Health Center HRSA Grant Subprogram Indicator,Public Housing HRSA Grant Subprogram Indicator,Health Care for the Homeless HRSA Grant Subprogram Indicator,Site Address Identification Number,Site Address Source System Identification Number,Enterprise Site Repository Source ID,Site Data Source,Site Address,Site City,Site State Abbreviation,Site Postal Code,U.S. - Mexico Border 100 Kilometer Indicator,Health Center Site Population Type Description,Health Center Location Setting Identification Number,Health Center Service Delivery Site Location Setting Description,Health Center Status Identification Number,Site Status Description,Health Center Location Identification Number,Health Center Location Type Description,Health Center Type Identification Number,Health Center Type Description,Health Center Operator Identification Number,Health Center Operator Description,Health Center Operating Schedule Identification Number,Health Center Operational Schedule Description,Health Center Operating Calendar Surrogate Key,Health Center Operating Calendar,County or County Equivalent Federal Information Processing Standard Code,County Equivalent Name,County Description,Complete County Name,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,Name of U.S. Senator Number One,Name of U.S. Senator Number Two,HHS Region Code,HHS Region Name,U.S. - Mexico Border County Indicator,Congressional District Number,Congressional District Name,State FIPS and Congressional District Number Code,U.S. Congressional Representative Name,Uniform Resource Locator (URL) for a Member of the U.S. House of Representatives,Data Warehouse Record Create Date Text,Data Warehouse Record Create Date,BPHC Assigned Number,Site Open Date,Site Open Date Text,Site Added to Scope this Date,Site Add to Scope Date Text,BHCMIS Site Identification Number,Federally Qualified Health Center (FQHC) Look-Alike Number,Federally Qualified Health Center (FQHC) Look-Alike Organization Name,Federally Qualified Health Center (FQHC) Look-Alike Street Address,Federally Qualified Health Center (FQHC) Look-Alike Organization City,Federally Qualified Health Center (FQHC) Look-Alike Organization State,Federally Qualified Health Center (FQHC) Look-Alike Organization ZIP Code,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Name,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Telephone Number,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Email Address,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate
9969,North County Health Services Mission Mesa Dental,,760-400-0277,www.nchs-health.org,1,485,H80CS00228,North County Health Project Incorporated,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,244,0506533B-D637-4E76-83E7-C870EAF74378,368AF33F-DCCD-434D-A671-57C7BE083E27,ESR_SCP,2216 S El Camino Real Ste 121,Oceanside,CA,92054-6356,Y,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,49,California District 49,649,Darrell E. Issa,https://issa.house.gov/,3/19/18,3/19/18,BPS-H80-008948,9/15/09,9/15/09,6/29/09,6/29/09,90720,,,,,  ,,,,,-117.3278518,33.18528908
9970,Castle family Health center @Bloss,,209-358-8425,,45,,,,, , , , , ,10574,D9BBB208-CE1E-4D40-AF38-C12C4DD10DC5,4668FEEF-E6B6-407C-B76E-1E464D1BFD49,FQHC_LKL,1251 Grove Ave,Atwater,CA,95301-3653,N,Rural,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,47,Merced,County            ,Merced County,6047,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,16,California District 16,616,Jim Costa,http://costa.house.gov,3/19/18,3/19/18,BPS-LAL-009721,1/1/07,1/1/07,8/11/10,8/11/10,,LAL00012,"Castle Family Health Centers, Inc.",3605 Hospital Road,Atwater,CA,95301-5173,Edward H Lujano,209-381-2000 x7001,lujanoe@cfhcinc.org,-120.60714,37.35090219
9972,HOMELESS HEALTH CARE LA,09100S,213-744-0724,,44,340,H80CS00139,Northeast Valley Health Corporation,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,12197,FAE9A9CA-A175-40D2-8FCA-E3847C822E09,D0C0515D-A769-4A47-9726-BD1AF294BA13,ESR_SCP,2330 Beverly Blvd,Los Angeles,CA,90057-2220,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,2,Subrecipient,1,Full-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,34,California District 34,634,Jimmy Gomez,https://gomez.house.gov,3/19/18,3/19/18,BPS-H80-004663,1/1/00,1/1/00,1/1/87,1/1/87,91000,,,,,  ,,,,,-118.2737917,34.06814369
9986,SACHS-Norton Clinic,,909-382-7100,www.sachealthsystem.org,40,638,H80CS28992,Sac Health System,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,8293,A9F0AD14-04D2-487E-ADC0-7FF70A70B9C9,5CB86111-4CF5-4EA0-A4B6-43912C8E2C49,ESR_SCP,1455 3rd Ave,San Bernardino,CA,92408-0218,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,71,San Bernardino,County            ,San Bernardino County,6071,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,31,California District 31,631,Pete Aguilar,https://aguilar.house.gov/,3/19/18,3/19/18,BPS-H80-015547,,/,8/1/15,8/1/15,09E01185,,,,,  ,,,,,-117.29654,34.08961
9987,Central City Community Health Center,,323-234-3280,centralcityhealth.org,46,370,H80CS10608,"CENTRAL CITY COMMUNITY HEALTH CENTER, INC.","Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,4063,52A0EA74-5AB3-476C-AA99-CF0D41BE0155,A05A3AC4-FC92-4A85-ABEB-741C243BB709,ESR_SCP,5968 S Central Ave,Los Angeles,CA,90001-1150,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,40,California District 40,640,Lucille Roybal-Allard,https://roybal-allard.house.gov/,3/19/18,3/19/18,BPS-H80-007666,8/1/07,8/1/07,8/4/08,8/4/08,9.00E+66,,,,,  ,,,,,-118.2564056,33.98563456
9989,San Francisco Community Clinic,,415-339-8813,,20,1185,H80CS22689,MARIN CITY HEALTH AND WELLNESS CENTER,"Corporate Entity, Federal Tax Exempt",N,N,N,Y,Y,2271,2DA9941D-7BBC-4F27-A21E-F7C33F6802A9,30097EDC-8085-4130-AB0D-A7503563D54D,ESR_SCP,6301 3rd St,San Francisco,CA,94124-3501,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,75,San Francisco,County            ,San Francisco County,6075,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,12,California District 12,612,Nancy Pelosi,http://pelosi.house.gov/,3/19/18,3/19/18,BPS-H80-017484,,/,12/28/15,12/28/15,9.00E+105,,,,,  ,,,,,-122.3963224,37.72068621
9999,HEALTH SERVICES AGENCY MENTAL HEALTH DIVISION,09114R,650-573-2541,www.co.sanmateo.ca.us,40,273,H80CS00051,"San Mateo, County Of",U.S. Government Entity,Y,N,N,N,Y,6350,812E7180-0761-484C-B404-66A01E883747,5EC71D05-E715-4D46-ACEA-81D0DBFB1580,ESR_SCP,225 37th Ave,San Mateo,CA,94403,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,1,Administrative,1,Health Center/Applicant,1,Full-Time,1,Year-Round,81,San Mateo,County            ,San Mateo County,6081,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,14,California District 14,614,Jackie Speier,http://speier.house.gov/,3/19/18,3/19/18,BPS-H80-001005,1/1/00,1/1/00,1/3/01,1/3/01,91140,,,,,  ,,,,,-122.3007797,37.53173691
10009,NORWALK REGIONAL HEALTH CENTER,092536F,562-281-0305,http://www.jwchinstitute.org/clinic_norwalk.htm,53,1377,H80CS06673,"JWCH Institute, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,12242,FC1DDC73-8F47-4B8D-8CAE-43570764FAC7,706C6B91-4589-4A7B-A63C-2158C4A87CEE,ESR_SCP,12360 Firestone Blvd,Norwalk,CA,90650-4324,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,38,California District 38,638,Linda T. Síçnchez,http://lindasanchez.house.gov/,3/19/18,3/19/18,BPS-H80-005131,2/15/06,2/15/06,7/19/06,7/19/06,925360,,,,,  ,,,,,-118.0697443,33.906107
10015,PLANNED PARENTHOOD MAR MONTE WESTSIDE HEALTH CENTER,09088K,831-426-5550,www.plannedparenthood.org/health-center/california/santa-cruz/95060/westside-health-center,40,1343,H80CS00048,"SANTA CRUZ, COUNTY OF",U.S. Government Entity,N,N,N,N,Y,6307,80888374-BB64-4CA2-AAE3-9A1B83E93452,EEB61E34-CB2D-4AE9-B562-9A223067AB65,ESR_SCP,1119 Pacific Ave,Santa Cruz,CA,95060-7503,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,3,Contractor,1,Full-Time,1,Year-Round,87,Santa Cruz,County            ,Santa Cruz County,6087,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,20,California District 20,620,Jimmy Panetta,https://panetta.house.gov/,3/19/18,3/19/18,BPS-H80-003350,1/1/00,1/1/00,1/11/02,1/11/02,90880,,,,,  ,,,,,-122.0256821,36.97223904
10036,Hillcrest Family Health Center - Annex,,619-515-2545,,40,1030,H80CS00224,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,Y,Y,10713,DCB55E93-35F0-4893-A61A-0A6B46E9AFD3,AEAD0178-0707-4260-8643-A6A2FCE38753,ESR_SCP,4065 3rd Ave,San Diego,CA,92103-2184,Y,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,53,California District 53,653,Susan A. Davis,https://susandavis.house.gov/,3/19/18,3/19/18,BPS-H80-018187,,/,6/6/16,6/6/16,93120,,,,,  ,,,,,-117.1627283,32.75120652
10045,"West County Health Centers, Inc.",,707-869-1594,www.wchealth.org,40,1446,H80CS00242,"WEST COUNTY HEALTH CENTERS, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,6172,7E0D4B9A-23FD-4696-B1D8-1B77612E97A5,9284EC2D-8319-4841-A795-3D30C71EB355,ESR_SCP,14045 Mill St,Guerneville,CA,95446-8303,N,Rural,7,All Other Clinic Types,1,Active,1,Permanent,1,Administrative,1,Health Center/Applicant,1,Full-Time,1,Year-Round,97,Sonoma,County            ,Sonoma County,6097,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,2,California District 02,602,Jared Huffman,http://huffman.house.gov,3/19/18,3/19/18,BPS-H80-005474,6/1/05,6/1/05,6/1/05,6/1/05,90350,,,,,  ,,,,,-123.0003089,38.50238582
10049,Paradise Hills Family Clinic,,619-662-4118,,40,435,H80CS10748,"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,Y,N,10850,DFC81C3E-7E95-4DBD-9E66-4A5CE7EEC2E5,7E371109-785B-474E-8D79-7D92014CF28B,ESR_SCP,2400 E 8th St Ste A,National City,CA,91950-2956,Y,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,51,California District 51,651,Juan Vargas,http://vargas.house.gov,3/19/18,3/19/18,BPS-H80-009375,8/24/09,8/24/09,3/12/10,3/12/10,91080,,,,,  ,,,,,-117.0820529,32.68276525
10051,Paradise Medical Office,,209-558-5107,,76,,,,, , , , , ,2847,39C83E5F-EC5A-4B1E-B020-05E853510BCB,FFED534F-25C8-4D48-8413-2C566AA8A003,FQHC_LKL,401 Paradise Rd Ste E,Modesto,CA,95351-3163,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,99,Stanislaus,County            ,Stanislaus County,6099,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,10,California District 10,610,Jeff Denham,http://denham.house.gov/,3/19/18,3/19/18,BPS-LAL-009814,,/,8/11/10,8/11/10,,LAL00076,"Stanislaus, County Of",1010 10th St Ste 5100,Modesto,CA,95354-0872,Mary Ann  Lee,209-558-7163,mlee@schsa.org,-121.0129808,37.62706008
10061,Laura&#39;s Place,,619-515-2300 x4647,,40,1030,H80CS00224,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,Y,Y,8711,B2FC1EAA-1159-4A0F-9E20-4D6A4364CF74,2D767B07-7E52-4AEE-9547-DF042403780B,ESR_SCP,1861 Newton Ave,San Diego,CA,92113-2117,Y,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,51,California District 51,651,Juan Vargas,http://vargas.house.gov,3/19/18,3/19/18,BPS-H80-019427,,/,3/30/17,3/30/17,93120,,,,,  ,,,,,-117.1465562,32.70030211
10079,Yerba Buena High School Health Center,,408-729-4290,www.sjffcc.org,73,904,H80CS06646,"SAN JOSE FOOTHILL FAMILY COMMUNITY CLINIC, INC","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,273,05C26FAA-47D0-4900-B6DE-221DE235CF9D,E53B391B-E7DE-4C75-81FC-BD911A0B06C3,ESR_SCP,1855 Lucretia Ave,San Jose,CA,95122-3730,N,Urban,2,School,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,0,Unknown,85,Santa Clara,County            ,Santa Clara County,6085,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,19,California District 19,619,Zoe Lofgren,https://lofgren.house.gov/,3/19/18,3/19/18,BPS-H80-014162,5/5/14,5/5/14,5/1/16,5/1/16,925350,,,,,  ,,,,,-121.8481629,37.32075573
10082,Ampla Health Chico Medical & Pediatrics,09085W,530-342-4395,www.amplahealth.org,91,307,H80CS00765,AMPLA HEALTH,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,12403,FFF090EA-AE95-4AD0-B025-473CBD57C5B7,61BC727D-1F81-4EF6-9245-2DAEA8AB51C8,ESR_SCP,680 Cohasset Rd,Chico,CA,95926-2213,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,7,Butte,County            ,Butte County,6007,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,1,California District 01,601,Doug LaMalfa,http://lamalfa.house.gov,3/19/18,3/19/18,BPS-H80-003382,9/1/93,9/1/93,1/10/93,1/10/93,90850,,,,,  ,,,,,-121.8461721,39.75220948
10086,LifeLong Medical Care-Pinole Health Center,,510-981-4100,,40,609,H80CS00808,Lifelong Medical Care,"Corporate Entity, Federal Tax Exempt",N,Y,N,Y,N,7425,9821DB7E-A083-4574-AF26-531ECB600076,D382312F-11A9-4870-B1D6-AE7FA640BF3D,ESR_SCP,1690 San Pablo Ave,Pinole,CA,94564-2078,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,13,Contra Costa,County            ,Contra Costa County,6013,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,5,California District 05,605,Mike Thompson,http://mikethompson.house.gov/,3/19/18,3/19/18,BPS-H80-017334,,/,11/30/15,11/30/15,92880,,,,,  ,,,,,-122.2979735,38.00429346
10087,Children's Hospital La Family Housing,,818-982-4091,,3,340,H80CS00139,Northeast Valley Health Corporation,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,1069,15BED150-B78F-41DB-B8CE-83F59EE5332D,D34D7FBA-D11A-4A49-AACE-F0D8BBD4CEBD,ESR_SCP,7817 Lankershim Blvd,North Hollywood,CA,91605-2523,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,2,Subrecipient,1,Full-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,29,California District 29,629,Tony Cíçrdenas,http://cardenas.house.gov,3/19/18,3/19/18,BPS-H80-013040,1/1/83,1/1/83,11/7/13,11/7/13,91000,,,,,  ,,,,,-118.3878157,34.212717
10114,Rubidoux Family Care Center,,951-955-0840,http://www.rivco-familycarecenters.org/Locations/Rubidoux.aspx,47,330,H80CS28990,Riverside County Health System,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,8295,A9F19478-E97D-4D6A-BD5F-E0E1C6C244BE,6A26F82E-5304-4866-A0FC-5C3FA46E4C16,ESR_SCP,5256 Mission Blvd,Riverside,CA,92509-4624,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,65,Riverside,County            ,Riverside County,6065,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,41,California District 41,641,Mark Takano,http://takano.house.gov,3/19/18,3/19/18,BPS-H80-015622,,/,8/1/15,8/1/15,09E01184,,,,,  ,,,,,-117.398803,33.99265371
10123,SJWCFC at Magnolia Place,,213-749-0947,wellchild.org,58.5,923,H80CS00873,"St. John's Well Child And Family Center, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,Y,Y,7694,9D7F0CE3-D2E7-47F2-ACDC-0DB322DCAFD6,864C5DC9-24D9-402B-8579-BA38CEE68A83,ESR_SCP,1910 Magnolia Ave,Los Angeles,CA,90007-1220,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,34,California District 34,634,Jimmy Gomez,https://gomez.house.gov,3/19/18,3/19/18,BPS-H80-008081,5/1/08,5/1/08,6/21/08,6/21/08,910370,,,,,  ,,,,,-118.2863973,34.039629
10125,Wesley Health Centers -- Downey,,562-295-6596,,40,1377,H80CS06673,"JWCH Institute, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,8193,A7E551E9-D8E5-49C7-9AD2-7D5A2F4A61E1,A63FD5A0-D77E-476C-9ED4-7E6B87FC412F,ESR_SCP,8530 Firestone Blvd,Downey,CA,90241-4926,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,40,California District 40,640,Lucille Roybal-Allard,https://roybal-allard.house.gov/,3/19/18,3/19/18,BPS-H80-015142,,/,5/12/15,5/12/15,925360,,,,,  ,,,,,-118.1287159,33.93774429
10128,Revere Medical Center,,916-399-4242,,30,1462,H80CS24113,ELICA HEALTH CENTERS,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,3174,4090009B-73AD-4965-ACB7-76028D6104DF,3C81D6EA-C82B-4127-8BD8-69D2C664A631,ESR_SCP,752 Revere St Unit B,Sacramento,CA,95818-2073,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,67,Sacramento,County            ,Sacramento County,6067,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,6,California District 06,606,Doris O. Matsui,http://matsui.house.gov,3/19/18,3/19/18,BPS-H80-019567,,/,4/20/17,4/20/17,09E00477,,,,,  ,,,,,-121.505022,38.56292756
10141,Kheir-Wilshire Clinic,,213-637-1070,www.lakheir.org,50,1317,H80CS26620,"KOREAN HEALTH, EDUCATION, INFORMATION AND RESEARCH CENTER","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,606,0C85AC92-F4C9-4404-A502-46DB256B4884,95F86F25-ECC6-4F23-8D3E-4FC1586085D9,ESR_SCP,3255 Wilshire Blvd Ste 120,Los Angeles,CA,90010-1405,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,34,California District 34,634,Jimmy Gomez,https://gomez.house.gov,3/19/18,3/19/18,BPS-H80-015009,,/,5/5/15,5/5/15,09E01079,,,,,  ,,,,,-118.2932537,34.06180449
10154,"Sierra Family Medical Clinic, Oregon House",,530-292-3478,www.sierraclinic.org,24,28,H80CS28981,SIERRA FAMILY MEDICAL CLINIC INC,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,7768,9ED94BB7-3FEA-451C-BD43-3E6C7C229F1A,8727D4DA-879D-4A6E-A843-1C6600D85F85,ESR_SCP,8676 Marysville Rd,Oregon House,CA,95962-9718,N,Rural,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,115,Yuba,County            ,Yuba County,6115,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,3,California District 03,603,John Garamendi,http://garamendi.house.gov/,3/19/18,3/19/18,BPS-H80-015657,,/,8/1/15,8/1/15,09E01209,,,,,  ,,,,,-121.2773862,39.35673567
10155,All For Health-Montrose,,818-409-3020,http://all4health.org/,40,839,H80CS12851,All For Health Health For All,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,8537,AF478FC8-272D-4FCD-B6C7-CCC2FCBA2465,EEFBD271-9540-48B3-AD88-93FF2445F9CF,ESR_SCP,2048 Montrose Ave,Montrose,CA,91020-1605,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,28,California District 28,628,Adam B. Schiff,http://schiff.house.gov/,3/19/18,3/19/18,BPS-H80-021232,,/,9/28/17,9/28/17,9.00E+08,,,,,  ,,,,,-118.2248228,34.20599346
10156,North Point Center,,530-337-5750,,20,530,H80CS04226,Hill Country Community Clinic,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,543,0AF96F82-0EFD-4F21-A59E-9A3EE68F7167,590B8877-99EF-42E8-AAD9-70B4FC9DFC14,ESR_SCP,351 Northpoint Dr,Redding,CA,96003-2502,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,3,Administrative/Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,89,Shasta,County            ,Shasta County,6089,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,1,California District 01,601,Doug LaMalfa,http://lamalfa.house.gov,3/19/18,3/19/18,BPS-H80-016960,,/,9/1/15,9/1/15,920440,,,,,  ,,,,,-122.3807359,40.61177862
10174,Open Door Community Health Centers - IT Department,,707-826-8633,www.opendoorhealth.com,,689,H80CS00225,OPEN DOOR COMMUNITY HEALTH CENTERS,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,4658,5ED023DB-CA9C-4150-9EC0-92581A2EFB0D,EBBB6FE9-723E-4BD1-90F8-19C683ED4E14,ESR_SCP,1385 8th St,Arcata,CA,95521-5967,N,Unknown,0,Unknown,1,Active,1,Permanent,1,Administrative,1,Health Center/Applicant,0,Unknown,0,Unknown,23,Humboldt,County            ,Humboldt County,6023,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,2,California District 02,602,Jared Huffman,http://huffman.house.gov,3/19/18,3/19/18,BPS-H80-019328,,/,3/12/17,3/12/17,91540,,,,,  ,,,,,-124.0929674,40.86948591
10179,Petris I 5275 Claremont,,510-428-3783,wwww.cho.org,40,1082,H80CS00052,Children's Hospital & Research Center At Oakland,"Corporate Entity, Federal Tax Exempt",N,N,N,N,Y,10789,DE380B5F-35A3-482F-B688-D56EFACB546A,781F2A76-76A7-48D1-921F-1204FAAC0337,ESR_SCP,5275 Claremont Ave,Oakland,CA,94618-1032,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,13,California District 13,613,Barbara Lee,http://lee.house.gov/,3/19/18,3/19/18,BPS-H80-011136,1/1/89,1/1/89,1/30/12,1/30/12,91850,,,,,  ,,,,,-122.2608761,37.83912401
10183,Valley Heatlh Center Alexian,,408-272-6050,www.sccgov.gov,24,1093,H80CS01442,"SANTA CLARA, COUNTY OF",U.S. Government Entity,N,N,N,N,Y,11071,E46FBBB4-C928-4CE2-BAAB-775D02025BA5,60A95EC1-730A-40D2-BC68-FCCE29A8027A,ESR_SCP,2101 Alexian Dr Ste D,San Jose,CA,95116-1901,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,85,Santa Clara,County            ,Santa Clara County,6085,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,19,California District 19,619,Zoe Lofgren,https://lofgren.house.gov/,3/19/18,3/19/18,BPS-H80-009626,7/1/09,7/1/09,8/3/10,8/3/10,911810,,,,,  ,,,,,-121.8480777,37.35943183
10195,LMC - EAST OAKLAND CLINIC,09288E,510-563-4300,WWW.LIFELONGMEDICAL.ORG,40,609,H80CS00808,Lifelong Medical Care,"Corporate Entity, Federal Tax Exempt",N,Y,N,Y,N,8254,A8FC9CB8-2B8A-4676-B55C-DDAB5B125623,F2E6CE31-FF65-42D0-A937-5D543C758977,ESR_SCP,10700 Macarthur Blvd,Oakland,CA,94605-5298,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,13,California District 13,613,Barbara Lee,http://lee.house.gov/,3/19/18,3/19/18,BPS-H80-001114,1/1/96,1/1/96,1/1/96,1/1/96,92880,,,,,  ,,,,,-122.1510467,37.74201238
10199,Clinic Services Administration,,831-796-1386,,,,,,, , , , , ,2871,3A52DB41-7F06-4121-83DF-66CDAD7B9272,1C6BDCB4-5157-4E15-AF92-F011A9D8ACE9,FQHC_LKL,1615 Bunker Hill Way Ste 140,Salinas,CA,93906-6010,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,1,Administrative,1,Health Center/Applicant,0,Unknown,0,Unknown,53,Monterey,County            ,Monterey County,6053,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,20,California District 20,620,Jimmy Panetta,https://panetta.house.gov/,3/19/18,3/19/18,BPS-LAL-021873,,/,3/9/18,3/9/18,,LAL00049,"Monterey, County Of",168 W Alisal St Fl 2,Salinas,CA,93901-2487,julie c Edgcomb,831-796-1386,edgcombj@co.monterey.ca.us,-121.6163423,36.70099489
